index,label,vector
125,communications,"[0.0008280256297439337, 0.0020225467160344124, -0.0013130755396559834, 0.0003509483940433711, 0.0002616385754663497, -0.0026061900425702333, -0.0004982003592886031, 0.0008158396231010556, -0.00022075003653299063, -0.00040876903221942484, 0.0016081141075119376, 0.002060450380668044, 0.00037594448076561093, -0.003052176209166646, 0.003244497114792466, -0.003382639028131962, 0.003521168837323785, -0.00046155459131114185, -0.0008320919587276876, -0.0036347622517496347, -0.003903819713741541, -0.0010765250772237778, -0.0018426887691020966, 0.0008146388572640717, 0.0015446163015440106, -0.0033680580090731382, -0.000620015780441463, -0.002829647623002529, -0.002572939731180668, 0.0021519307047128677, -0.00340271252207458, 0.0001141020911745727, 0.003026315476745367, -0.00024649829720146954, -0.0036685082595795393, -0.0033465854357928038, -0.0002771047002170235, -0.0006254548789002001, 0.0023750842083245516, -0.0014366379473358393, -0.003215322270989418, -0.00123333721421659, -0.0015870090574026108, -0.0003452547243796289, 0.0010397940641269088, 0.0003878630814142525, -0.0037990438286215067, -0.00160833983682096, 0.00337104219943285, 0.0017339028418064117, 0.0032021363731473684, -0.0011066625593230128, -0.0017900792881846428, -0.0026850115973502398, -0.0013340667355805635, -0.001918383059091866, 0.0016046114033088088, 0.0005930759361945093, 0.002703994046896696, 0.0010875030420720577, -0.0002295338927069679, -0.0031605814583599567, 0.0007925190730020404, -0.0019720785785466433, -0.0028885947540402412, 0.0003547530504874885, -0.001809766050428152, 0.0029519442468881607, -0.0009521013125777245, 0.002429691143333912, 0.002766362391412258, 0.0020576489623636007, 0.003643810749053955, -0.002166151301935315, -0.0003259126970078796, -0.0017353927250951529, 0.00045711174607276917, -0.0006334653007797897, 0.0016973173478618264, -0.0005489978357218206, 0.0022412247490137815, 0.0038000813219696283, 0.0025018767919391394, 0.0015815672231838107, 0.001963783986866474, 0.0027039407286792994, 0.0004154536291025579, 0.0005975699168629944, -0.003115982748568058, 0.0033857717644423246, 0.0020573055371642113, 0.002739215036854148, 0.0026378442998975515, 0.001219139783643186, 0.0016675725346431136, -0.0023777924943715334, 0.0017808547709137201, -0.003097075503319502, 0.002848108997568488, 0.0034260479733347893, 0.0007252657669596374, 0.001563624362461269, 0.0036832387559115887, 0.0029121299739927053, 5.346623765944969e-07, -0.0031537238974124193, 0.0011002883547917008, 0.0011684568598866463, 0.0010092937154695392, -0.0021613677963614464, -0.0014297509333118796, -0.0011526483576744795, -0.0033288663253188133, 0.0016033875290304422, 0.002684720791876316, -0.0007852509734220803, 0.0009751383331604302, 0.0014993430813774467, -0.0030057632829993963, 0.0003558499738574028, -0.0004814331769011915, -0.0006521434988826513, 0.0004679132252931595, 0.0011989995837211609, 0.0025380440056324005, 0.0026295091956853867, -0.002788085024803877, 0.0015049675712361932]"
126,optical,"[-0.0031034518033266068, -0.0030928272753953934, 0.0005510407499969006, 0.0014693898847326636, 0.00020752758427988738, 0.0007473789155483246, -0.00023839186178520322, -0.0033246465027332306, -0.000698859803378582, -0.001953221159055829, -0.0009011809597723186, -0.00044466074905358255, -0.002383162034675479, -0.0021263102535158396, -0.001459432765841484, 0.0009362933342345059, -0.0016100170323625207, 0.0017563123255968094, -0.0015285423723980784, 0.002958753379061818, 0.00023466705169994384, -0.0012410158524289727, -0.00036040181294083595, -0.0017576913814991713, 0.003890706691890955, 0.0008621675078757107, -0.003866070881485939, -0.0020638767164200544, 0.0015791687183082104, 0.0013310437789186835, -0.002785156248137355, 0.002727425191551447, -0.0033565042540431023, 0.0014741041231900454, -0.0015488150529563427, -0.003444863948971033, 0.0031581365037709475, -0.001967806601896882, 0.0015417715767398477, -0.0010202103294432163, 0.00370719819329679, -0.0025170498993247747, 0.002672843635082245, 0.002323753898963332, 0.0009786947630345821, 0.0006125167128629982, 0.0014090826734900475, 0.0017902961699292064, -0.0035946746356785297, -0.0036514971870929003, 0.0011118388501927257, 0.0011627099011093378, -0.0010362466564401984, -0.0021789909806102514, -0.0030205787625163794, -0.0030992329120635986, 0.0010632938938215375, 0.0024527215864509344, -0.0016530242282897234, 0.0017308369278907776, 0.0032780244946479797, 0.001271780114620924, 0.0007752249366603792, -0.0037170699797570705, 0.0023243455216288567, -0.0005434848135337234, -0.0026345730293542147, -0.0008208418148569763, -0.003493431257084012, -0.0035971147008240223, 0.001140940235927701, -0.002438741037622094, -0.0018436044920235872, -0.0012265422847121954, 0.0028301093261688948, -0.003529367269948125, 0.0038815122097730637, -0.0038321735337376595, -0.0008344667148776352, -0.000787523458711803, 0.0022544441744685173, 0.0005023705889470875, -0.0009634204325266182, 0.002322516869753599, -0.0021495698019862175, 0.002527747768908739, 0.0011925447033718228, 0.0021332092583179474, -0.0026150005869567394, 0.0025511770509183407, -0.0002111744979629293, 0.0003462896274868399, 0.0023273371625691652, -0.00218379613943398, -0.0037441968452185392, -0.0023217755369842052, 0.002221986185759306, 0.0009018810233101249, 0.0029752873815596104, -0.0036644109059125185, 2.5585823095752858e-05, -0.0011434012558311224, -0.0007125081028789282, -0.002586700953543186, 0.001460061059333384, 3.329067112645134e-05, -0.0032478123903274536, 0.0030892810318619013, -0.002081091282889247, 0.002355795819312334, -0.0022952882573008537, 0.0009834340307861567, 0.0023987051099538803, 0.0036330705042928457, -0.0033401879481971264, -0.002028253162279725, -0.0028462945483624935, 0.00020391406724229455, 0.0018099367152899504, -0.002654235577210784, 0.0008919219253584743, -0.0005107465549372137, 0.0037244718987494707, 0.002500825561583042, 0.0007451316923834383, 0.0037212290335446596, -8.087985770544037e-05, 0.0009040768491104245]"
127,battery,"[0.0010831927647814155, 0.0030030522029846907, 0.0033374049235135317, 0.0031126525718718767, 0.0001777162542566657, -0.0016547589330002666, -0.0017701182514429092, -0.001376306521706283, -0.001229704706929624, 0.0032164910808205605, 0.003140566172078252, -0.0027335435152053833, -0.003626791760325432, 0.002964617917314172, 0.0029948188457638025, 0.0020064522977918386, 0.0028574776370078325, -0.0038841059431433678, -0.0019632054027169943, -0.0011305361986160278, -0.003405181923881173, 0.002961159683763981, -0.0016280815470963717, -0.0025298066902905703, -0.0014246144564822316, -0.0017946237931028008, -5.556077667279169e-05, -6.449364263971802e-06, 0.00043834815733134747, -0.0015247593400999904, 0.003370557213202119, -0.0015841181157156825, 0.00018605355580803007, 0.0006856501568108797, 0.002290101023390889, 0.0011438115034252405, 0.0010386697249487042, 0.002548402873799205, 0.0010604113340377808, 0.003232358954846859, -0.0032236939296126366, 0.0034730019979178905, -0.0033782643731683493, 0.0037660461384803057, 0.0014120060950517654, -0.0017561949789524078, -0.0038849578704684973, -0.0036914392840117216, 0.0022974356543272734, -0.0017876203637570143, 0.0017408914864063263, -0.0005002122488804162, 0.003154102014377713, 0.0021613400895148516, 0.0019754492677748203, -0.002830549143254757, 0.0028484570793807507, -0.0018825553124770522, 0.0034961302299052477, -0.0032844701781868935, 0.003273425158113241, 0.0021344516426324844, 0.0026059639640152454, -0.0038446905091404915, -0.00046265157288871706, 0.0038624878507107496, -0.0030323422979563475, 0.003418809035792947, 0.0030593674164265394, -0.0031172095332294703, 0.0013694216031581163, -0.0006226817495189607, -0.0012942665489390492, 0.002950571244582534, 0.0015774589264765382, 0.0024003221187740564, 0.001016563968732953, -0.0007815202116034925, 0.00013642154226545244, -0.0024976753629744053, 0.00033326237462460995, 0.0009689079015515745, -0.001972275786101818, -0.0005411884048953652, -0.003383573843166232, 0.00031421167659573257, 0.002297117142006755, 0.0024533974938094616, 0.0010804784251376987, -0.0006591171259060502, -0.0009321020916104317, 0.0021399955730885267, -0.003623868338763714, -0.0037349944468587637, -0.0032564091961830854, 0.0013779816217720509, -0.0007266432512551546, 0.00045376873458735645, 0.00233518797904253, -0.00034999745548702776, -0.0013619568198919296, -0.000991450040601194, -0.0020098923705518246, 0.002170020481571555, 0.0024849260225892067, -0.002696485025808215, 0.0013642482226714492, -0.00324822380207479, -0.0034707426093518734, 0.002676313277333975, -0.001847558538429439, 0.0009111983235925436, 0.001101504429243505, 0.003707660362124443, -0.0014512420166283846, -0.0016313927480950952, -0.0038319167215377092, -0.0024555588606745005, -0.000564852321986109, -0.0022066161036491394, 0.002216050401329994, 0.0031763948500156403, 0.002657298231497407, 0.002123504411429167, 0.00018423839355818927, 0.00042794799082912505, 0.0018632120918482542, -0.0016891815466806293]"
128,,"[-5.8427198382560164e-05, 0.00015167231322266161, 0.001171710668131709, -0.00025502138305455446, 0.002969911089166999, -0.0024888701736927032, 0.0009669687715359032, -0.0007200434920378029, 0.0017253084806725383, -0.0017609435599297285, -0.0019104658858850598, 0.003861550008878112, 0.0018118855077773333, 0.003731108969077468, 0.003365070093423128, -0.0037934337742626667, 0.0029408344998955727, 0.002420282457023859, -3.3778196666389704e-05, -0.00042234090506099164, 0.0010587162105366588, 0.000609182461630553, 0.0014352354919537902, 0.003073007334023714, -0.003751523094251752, -0.0014309260295704007, -0.003734016325324774, 0.002784722950309515, 0.00338098150677979, -0.0017680809833109379, -0.0021765977144241333, 0.0024423678405582905, 0.003797900164499879, 0.0019011344993487, 0.0001513565075583756, -0.00249759410507977, 0.0030069826170802116, -0.0031483920756727457, 0.0016018804162740707, 0.0007643240387551486, 0.0004369675007183105, 0.001063631847500801, 0.0014423644170165062, -0.0036251202691346407, -0.00016375191626138985, -0.0004323098110035062, 0.0033044633455574512, -0.0030422050040215254, -0.001722889021039009, -0.0009825925808399916, -0.003325071884319186, 0.0011063198326155543, 0.001422427361831069, 0.0013492050347849727, 0.00016696281090844423, -0.0008620222215540707, -0.001565835322253406, -0.0013540430227294564, 0.002638217993080616, -0.0020181098952889442, -0.0034296640660613775, -0.0029963820707052946, -0.003067231271415949, 0.0030038931872695684, -0.0031455073039978743, -0.000686363666318357, 0.00047254166565835476, -0.0038323390763252974, 0.00014322958304546773, -0.0005290117114782333, 0.003721976885572076, 0.0013788362266495824, -7.498892955482006e-05, -0.0012448611669242382, -0.0029823463410139084, -0.002113236580044031, -0.0032844915986061096, -0.0005149302305653691, -0.003828195156529546, -0.00020994601072743535, 0.0001439398038201034, -0.000497665605507791, 0.0012129334500059485, 0.0009143358911387622, -0.0007909527630545199, 0.0026437200140208006, -0.0025163490790873766, -0.0012667683186009526, 0.0011420301161706448, 0.003350976388901472, 0.0032496307976543903, -0.0037941215559840202, -0.0005917127709835768, -0.0023599895648658276, -0.0027444197330623865, -0.0005726653034798801, 0.0012754055205732584, -0.002674291841685772, 0.0001131599783548154, -0.0017999800620600581, 0.0018110135570168495, 0.0011925940634682775, -0.0008381431689485908, -0.002540723653510213, -0.0026586977764964104, -0.00299244886264205, 0.0001961134112207219, -0.0024884201120585203, -0.0017845953116193414, 0.0019075897289440036, 0.00277056940831244, -0.0028641032986342907, 0.00025176905910484493, 0.0004690730420406908, -0.0004939822247251868, -0.0023216083645820618, -0.0017338440520688891, -0.002635091543197632, -0.0011183046735823154, 0.002160831121727824, -0.0029095641802996397, 0.0028874638956040144, 0.0027138967998325825, 0.00323914154432714, 0.00171672401484102, -0.002035829471424222, 0.0008704080246388912, -0.001469990354962647]"
129,power,"[0.002682942431420088, -0.002136055612936616, -0.001042878837324679, -0.002669108100235462, 0.0005065011791884899, -0.0033694521989673376, 0.0034860253799706697, 0.002369128167629242, -0.0022626027930527925, -0.0022471973206847906, -0.0008324441150762141, 0.001517311204224825, 0.003381896996870637, -0.0005574424285441637, -0.00019262023852206767, 0.00106460798997432, -0.0014315040316432714, -0.0010113385505974293, -0.0024094816762953997, -0.0032535921782255173, 0.0027916233520954847, -0.0002565320464782417, -0.0006185550009831786, 0.00030320105724968016, 0.0019532213918864727, 0.0017280196771025658, -0.002825602190569043, 0.002523568458855152, 0.002342530293390155, 0.0036416163202375174, 0.0019161789678037167, 0.0013802809407934546, -0.0014224156038835645, -0.0012801862321794033, 0.00036858810926787555, -0.003393406979739666, 0.0021010623313486576, 0.003579108975827694, 0.001722776796668768, -0.0009208609699271619, -0.0006885997718200088, 0.0012335339561104774, -7.369998638750985e-05, 0.0006487052887678146, 0.002208898775279522, 0.0008438872173428535, 0.0022514930460602045, -0.0009186231181956828, 0.0031075531151145697, -0.0025615873746573925, -0.003676881780847907, 0.0005496963858604431, 0.0033280514180660248, 0.0012852238724008203, 0.003412980353459716, -0.002287651179358363, 0.00285701104439795, -0.002430415479466319, -0.0029018085915595293, -0.0028654232155531645, 0.0024461697321385145, -0.0007728824275545776, 0.0007090338040143251, -0.0002604941255412996, 0.0005031740292906761, -0.0008334248559549451, -0.00036560092121362686, 0.000656179036013782, 0.003787524299696088, -0.0005879176314920187, -0.0003284717968199402, -0.0038007525727152824, -0.002876032143831253, -0.0013570194132626057, 0.0032576906960457563, -0.0020883833058178425, 0.0035205294843763113, 0.0014818120980635285, -0.0012642091605812311, -0.00198561092838645, -0.0036226478405296803, 0.00260620447807014, -0.0027135945856571198, -0.0007098165806382895, 0.0023717842996120453, -0.0009321104153059423, 0.003505093976855278, -0.0010400644969195127, 0.0021577419247478247, -0.00015336097567342222, 0.0018851797794923186, 0.0001253236405318603, -0.002264457754790783, 0.0034767158795148134, -0.0007931053987704217, -0.0027526873163878918, -0.0017940114485099912, -0.001688630087301135, -0.002160152420401573, -0.0023134774528443813, -0.003047071397304535, -0.00010761326848296449, -0.0031017838045954704, -8.288320714200381e-06, 0.003284979844465852, 0.000363970291800797, 0.0014453657204285264, 0.0038994683418422937, 0.0031921842601150274, -2.1274800019455142e-05, -0.00188091688323766, 0.0021107164211571217, -0.0038081170059740543, 0.0011166392359882593, 0.001628856873139739, 0.003550458699464798, 0.002498691901564598, 0.00339809013530612, 0.0007513136370107532, 0.0013843425549566746, -0.003044331446290016, 0.0034241429530084133, 0.0033321974333375692, -0.0028350260108709335, -0.0012781519908457994, 0.002461356343701482, -0.0014779461780562997, 0.002583834808319807]"
130,optical,"[-0.0025081848725676537, 0.00271595548838377, 0.003832295536994934, 0.0032310907263308764, -0.003376995911821723, -0.0028494521975517273, -0.0012549771927297115, -0.0003409859200473875, -0.001971227815374732, 0.00105635030195117, 0.001492431852966547, -0.0028920273762196302, -0.001376469386741519, 0.0009279148653149605, -0.0022175961639732122, 0.0018239946803078055, 0.0009058145806193352, 0.0006937107536941767, -0.0036646355874836445, -0.003219488775357604, 0.0029433739837259054, 0.0008017258369363844, 0.0031842126045376062, -0.0005407260032370687, 0.0006416785763576627, -0.003287958912551403, -0.0034721852280199528, -0.000603332242462784, -0.0010348903015255928, -0.0016001072945073247, -0.0022966922260820866, -0.0034159990027546883, 0.0022014635615050793, -0.0002049923496088013, -0.0016846575308591127, -0.002782773459330201, -0.002138058887794614, 0.0021248641423881054, -0.0017192179802805185, -0.0014311295235529542, 0.0025879277382045984, 0.0005298467585816979, 0.002886159112676978, -0.0001490184076828882, 0.0013146285200491548, 0.0022636197973042727, -0.002444106386974454, 0.0016970137367025018, -0.0007387325167655945, -0.002080004895105958, -0.0017356784082949162, 0.0015425963792949915, 0.0004258592380210757, 0.00281513761729002, -0.002687328727915883, -0.0033339648507535458, 0.0029262162279337645, -0.0036168682854622602, -0.003451501252129674, -0.0024650911800563335, 0.0004810332611668855, 0.000988984014838934, 0.00256878393702209, 0.00024131880491040647, 0.001163049484603107, -0.00120057153981179, -0.002941186772659421, 0.0024950664956122637, -0.0005007379804737866, 0.0010673063807189465, 0.003703782334923744, -0.0033201719634234905, 0.0007614978239871562, 0.0027633265126496553, -0.002067083492875099, -0.003378265304490924, -0.0006221508956514299, -0.0021048872731626034, 0.0007029263651929796, -0.00040313569479621947, 0.00013156147906556726, 0.0012622238136827946, 0.0030742185190320015, 0.0005631730309687555, -0.0035517013166099787, -0.002034735633060336, -0.0013709632912650704, 0.002185189863666892, 0.001780199003405869, -0.003351545659825206, 0.0017853211611509323, -0.002278686733916402, 0.002880639396607876, 0.0038397377356886864, 0.0004138760850764811, -0.001577178481966257, 0.003322801785543561, 0.002178671071305871, -0.0013839129824191332, 0.0028127527330070734, -0.003905628575012088, 1.2242537195561454e-05, -0.003244573250412941, -0.0012620151974260807, -0.0012558932648971677, 0.003136400366201997, -0.0018514698604121804, 0.00154668721370399, 0.0026478178333491087, 0.0019644370768219233, -0.003590087406337261, 0.0024190223775804043, -0.0034600284416228533, -0.001856790971942246, 0.0038552433252334595, 0.003908976446837187, 0.0007458242471329868, -0.0017352501163259149, 0.0004237901885062456, -0.00010782648314489052, -0.0006747078150510788, 0.001088894554413855, -0.0022715178783982992, 0.0021746044512838125, -0.0037173356395214796, -0.003374178893864155, 0.0016240457771345973, -0.0025044940412044525]"
131,materials,"[-0.0021244289819151163, 0.002170145744457841, 0.0010625157738104463, -0.001029512262903154, 0.0017044242704287171, 0.0011760096531361341, -0.002806020900607109, -0.0038853653240948915, 0.00013493499136529863, -0.0006100587779656053, 0.003657418070361018, 0.001358469482511282, -0.0004754327528644353, -0.0016390392556786537, -0.0003463428292889148, -0.001407477306202054, 0.002801442053169012, -0.0012264808174222708, -0.002685250947251916, -0.0010050073033198714, -0.0027533918619155884, -0.0016156112542375922, 0.0018151008989661932, 0.003129861317574978, 0.003776659956201911, -0.0031446602661162615, 0.0004153838090132922, 0.002910784911364317, 0.0005302413483150303, -0.0018779331585392356, 0.0015820139087736607, -0.0030231436248868704, 0.002077385550364852, -0.0036444582510739565, -0.002216495806351304, -0.0023401787038892508, -0.0017757000168785453, 0.0015410102205350995, -0.0036683359649032354, -0.0035668634809553623, 0.0024611351545900106, -0.0007462004432454705, 0.0035115769132971764, 0.001995708094909787, 0.0022719143889844418, -0.0032323836348950863, 0.0030024275183677673, 0.002866458147764206, -3.90206987503916e-05, -0.0035923237446695566, -0.003458301769569516, -0.003832172602415085, -0.002619324717670679, -0.003357812762260437, -0.0026352601125836372, 0.003188373288139701, 0.0025307051837444305, -0.0024892098736017942, 0.0019464815268293023, -0.0029975224751979113, 0.0016572977183386683, -0.00016078626504167914, 0.0024630106054246426, 0.0034116616006940603, 0.003702969988808036, 0.0015088667860254645, -0.0004980269586667418, 0.003585927188396454, 0.002798859728500247, -0.0024454500526189804, -0.001990320859476924, 0.0032817337196320295, -0.0007812596741132438, 0.00191810994874686, -0.0032701485324651003, 4.399815225042403e-05, -0.0038107293657958508, -0.0025664609856903553, -0.000401706260163337, 0.0022398659493774176, -0.003157330909743905, -0.0020671298261731863, -0.0007647532620467246, -0.0037900737952440977, -0.0014156467514112592, 0.0004838609602302313, 0.0026701686438173056, -0.0013571887975558639, -0.002828491386026144, -0.0017968211323022842, 0.0006201804499141872, -0.0031895041465759277, -0.002582198940217495, 0.0006407327600754797, -0.00022032979177311063, -0.002770295599475503, 0.0037441933527588844, -0.0016948905540630221, -0.0029574723448604345, -0.003268040483817458, 0.000722710567060858, 0.00170228467322886, -0.0021720558870583773, -0.0014601516304537654, 0.0005624952609650791, -0.0007448503165505826, 0.0014780437340959907, 0.0037124897353351116, 0.003369394224137068, -0.0021885696332901716, -0.002120234305039048, 0.0026190243661403656, -0.0007822160259820521, 0.0005897960509173572, 0.000923813960980624, 0.0017149647464975715, -0.0023903639521449804, -0.0020339833572506905, -0.0005685226642526686, 0.00031304045114666224, 0.001822577090933919, -2.178030445065815e-05, -0.003632181091234088, -0.0026128438767045736, 0.003662019269540906, -0.0015961246099323034, -0.003489539958536625, -0.0021622676867991686]"
132,quantum,"[-0.0032876681070774794, 0.00356811610981822, -0.0007721204892732203, 0.003604017896577716, -0.002980618504807353, -0.0015518650179728866, 0.001330196624621749, -0.002035074168816209, 0.0014548064209520817, 0.0004975386545993388, -0.000441490497905761, -0.002787875710055232, -4.39045688835904e-05, 0.0034991854336112738, -0.002398986602202058, -0.0033374489285051823, 0.003148754360154271, 0.00024961293092928827, 5.4927128076087683e-05, -0.0007550924201495945, -0.0008818366914056242, -0.003775256685912609, -0.0006250122096389532, 0.0023367723915725946, 0.0003013458044733852, 0.00133984733838588, 0.0019548169802874327, 0.0036493416409939528, -4.888777039013803e-05, 0.0009395683300681412, 0.0027967847418040037, 0.0028931619599461555, -0.0036427523009479046, -0.0006011470104567707, 0.0024302152451127768, 0.003165079513564706, -0.0027142397593706846, -0.0002690037072170526, 0.0001755219418555498, 0.002047592308372259, 0.0001889765408122912, -0.003000939032062888, -0.0018933285027742386, 0.0006863226881250739, 0.0011804396053776145, -0.0013280209386721253, -0.003501380095258355, -0.001920469687320292, 0.0020457275677472353, -0.0019835394341498613, -0.0033156191930174828, -0.002030904870480299, -0.001287075225263834, 0.0008555221720598638, 0.003014859277755022, 0.0026601136196404696, -0.0010002811904996634, -0.003897119080647826, -0.0026524581480771303, 0.0034665833227336407, -0.0010723965242505074, -0.003180999541655183, -0.0004656165838241577, 0.0030216455925256014, -0.0001382681803079322, -0.0031196195632219315, -0.0010391119867563248, 0.0015725529519841075, -0.003570696571841836, -0.0027592098340392113, -0.0029397066682577133, -0.00016615251661278307, 0.002544673392549157, -0.0007862167549319565, 6.64282706566155e-05, 0.001285727834329009, -0.0021289146970957518, 0.003485569730401039, -0.00045777959167025983, 0.001685543917119503, -0.001289448468014598, -0.00021283378009684384, 0.003699837252497673, 0.002135172486305237, 0.0021942532621324062, 0.0006828172481618822, -0.0013555660843849182, 0.0011079700198024511, 0.0029912698082625866, -0.0008118359837681055, 0.0022057187743484974, 0.0005869560991413891, -0.002326688962057233, 0.0012919818982481956, -0.0018978692824020982, -0.0025582145899534225, 4.100684600416571e-05, -0.0007663359283469617, -0.00210643676109612, 0.0007375252898782492, -0.0022071311250329018, 0.003028763923794031, 0.0036765027325600386, 0.0034384792670607567, 0.0031900631729513407, 0.0005638399161398411, -0.002927133347839117, 0.0017156589310616255, 0.0016484742518514395, -0.001713314326480031, -5.492696072906256e-05, 0.0022081530187278986, 0.0029175560921430588, -0.0012949357042089105, 0.001648730132728815, -0.0019916098099201918, 0.0038987270090729, 0.0028983503580093384, 0.0029635310638695955, -0.0003426525217946619, -0.0024284871760755777, -0.0009240413783118129, 0.0026004535611718893, 0.003873242298141122, 0.0018702830420807004, 0.0011471452889963984, -0.0007120899390429258, 0.0021919880528002977]"
133,image processing,"[-0.002780277281999588, -0.001155343372374773, 0.0004348653892520815, 0.00021455467503983527, 0.0007281447178684175, -0.0012634372105821967, 0.0028984262607991695, -0.0002775182656478137, -0.002516232430934906, -0.0020936736837029457, -0.003421243280172348, 0.0012087930226698518, -0.0012529953382909298, 0.0031371675431728363, -0.0027152355760335922, -0.002492864616215229, 0.0014929944882169366, -0.0026711858808994293, 0.0009503861656412482, -0.002328124362975359, -0.0032044064719229937, 0.0035688725765794516, 0.0021232739090919495, -0.0012090059462934732, -0.0008194358088076115, -0.002526510739699006, -0.0014650686644017696, -0.0025463388301432133, -0.002939193742349744, -0.003681794973090291, 0.0031115179881453514, -0.002465771045535803, -0.0025949347764253616, 0.0034298619721084833, 0.003125376533716917, -0.003501391736790538, -0.0037528311368077993, -0.002999912714585662, -0.002089814515784383, -0.002281100256368518, 0.002237086882814765, 0.0013760315487161279, -0.0021430584602057934, -0.0011438741348683834, 0.0016790414229035378, -0.002706060651689768, -0.0025886069051921368, 0.0021100533194839954, 0.001254298840649426, 0.0014041413087397814, -0.0013835934223607183, -7.625703437952325e-05, 0.002245356561616063, -0.000749248662032187, 0.0029239999130368233, 0.0027079125866293907, 0.0033205607905983925, 2.9147691748221405e-05, -0.001500894664786756, -0.0004588360898196697, -0.0035428006667643785, -0.001110695069655776, -0.0006615417660214007, -0.0017270623939111829, -0.003707433585077524, 0.0013469853438436985, 0.0016403445042669773, -0.002979721873998642, -0.0012282232055440545, -0.002124484395608306, 0.0018156706355512142, 0.00030586624052375555, 0.0027316466439515352, -0.0036039818078279495, 0.0011837794445455074, -0.001138618914410472, -0.003083750605583191, 0.0019270622869953513, -0.001958349021151662, 0.0013289351481944323, 0.0003700521483551711, -0.00039104465395212173, 0.0031815445981919765, 0.0025798254646360874, -0.0022217535879462957, 0.003736791666597128, 0.0007552803144790232, -0.00030010176124051213, -0.0015740292146801949, -0.0030291087459772825, 0.0037584954407066107, -0.0038511217571794987, 0.003700464963912964, -0.0011653032852336764, -0.0031947747338563204, -0.0019711609929800034, 0.001577550545334816, 0.0032276499550789595, 0.001570941531099379, 0.0021382691338658333, -0.0030607457738369703, 0.0019330846844241023, -0.0011604755418375134, -0.002030424540862441, -0.002453834982588887, 0.0008254042477346957, 0.0028651293832808733, -0.0008037466323003173, -0.0009292722097598016, -0.0007341450545936823, -0.00015233797603286803, -0.002308473689481616, -0.0036740857176482677, 0.0009777513332664967, 0.00270207691937685, -0.003199018072336912, 0.003396007465198636, 0.0009084756602533162, -0.0010436796583235264, 0.003110751509666443, 0.00047310200170613825, -0.0020913351327180862, -0.0013947724364697933, -0.0018185162916779518, -0.0012760465033352375, -0.0021335247438400984, -0.0008488803869113326, -0.002824339782819152]"
134,signal,"[-0.002510617719963193, 0.0002792597806546837, 0.00018857103714253753, 0.00047654996160417795, -0.002131633460521698, 0.0031078015454113483, 0.0009208384435623884, 0.0006464307080022991, 0.000231905301916413, 0.002044741529971361, -0.0016196337528526783, -0.0017260756576433778, -0.003311996115371585, 0.001011967658996582, 0.003344228258356452, -0.0029559365939348936, 0.002265945775434375, 0.0022483584471046925, -0.0023894640617072582, 0.0029806485399603844, -0.0029386377427726984, 0.0017727144295349717, -0.0002696255687624216, -0.003099745837971568, -0.0002637520956341177, -0.0004417725431267172, 0.0027624822687357664, 0.0003038444265257567, 0.003357495181262493, -0.0006027008639648557, -0.0016321364091709256, 0.0017949572065845132, -0.0029542522970587015, -0.0014886445133015513, -0.0002487148449290544, 9.046641207532957e-05, 0.0013360000448301435, 0.0017709892708808184, 0.000997071503661573, 0.0030551012605428696, -0.003405568189918995, 0.003153270808979869, 0.0013461173512041569, -0.002702474594116211, -0.0031897984445095062, 0.002864212729036808, 0.0026848188135772943, 0.0030450799968093634, -9.070857049664482e-05, 0.001374905346892774, 0.0029066414572298527, -0.0006773120840080082, -0.003794753924012184, 0.0035476884804666042, 0.0020404248498380184, 0.0021745560225099325, 0.0009132102713920176, 0.0005279915640130639, 0.002218396170064807, 0.0013967356644570827, 0.0008484752615913749, -0.0017179707065224648, 0.003524778177961707, -0.0017094813520088792, -0.003877157112583518, -0.0035987403243780136, -0.0015984984347596765, 0.002221318194642663, 0.001748400740325451, -0.0006089091766625643, 0.0035639230627566576, -0.0001458332408219576, 0.003231027163565159, -0.0016849306412041187, 0.002000213833525777, -0.0022596591152250767, 0.00040964613435789943, 0.0011630512308329344, 0.00014623919560108334, -0.0027742236852645874, -0.0024932476226240396, 0.0011606573825702071, -0.0031752712093293667, 0.0005468984018079937, -0.0030253883451223373, -0.0018712577875703573, 0.00032758002635091543, -0.001572885550558567, 0.002129271859303117, 0.0011050478788092732, -0.0031656837090849876, -0.0016876528970897198, -0.0016134034376591444, 0.0016292199725285172, 0.0005472538177855313, -0.0007436629966832697, 0.0032735688146203756, -0.00022591353626921773, 0.0005743933143094182, -0.000535284576471895, -0.00019841907487716526, -0.001811691909097135, 0.0010512915905565023, -0.0022572313901036978, -0.000859776686411351, 0.0010694334050640464, -0.001352691906504333, -0.00031034668791107833, -0.0017021847888827324, 0.002760914620012045, -0.0023916412610560656, -0.0007670362829230726, 0.0012757513904944062, -0.0033145910128951073, 0.000757184810936451, 0.000574769452214241, -0.0021973911207169294, 0.003483216278254986, 0.0026676913257688284, 0.001048582373186946, 0.001846182974986732, 0.0009023491875268519, 0.0016848179511725903, -0.003624832956120372, 0.003448021598160267, 0.003662999952211976, -0.003886721795424819, 0.0028887558728456497]"
